1,2,3,4,5,6,7,8,9,10
云计算测试工程师,郑州·金水区·龙子湖校区,8-13K,1-3年,本科,软通动力信息技术集团,计算机软件,Java Python,交通补助，年终奖，五险一金，全勤奖，包吃，节日福利，通讯补贴，零食下午茶，补充医疗保险，加班补助，员工旅游，定期体检，免费班车，带薪年假，餐补,/job_detail/00cf5843768610d61XZy09--FFFY.html
嵌入式开发工程师,郑州·管城回族区·郑州东站,8-12K,1-3年,本科,牧原肉食品,农/林/牧/渔,C++ 嵌入式技术 Linux FreeRTOS UCOS,五险一金，包吃，年终奖，节日福利，带薪年假，定期体检，免费班车，全勤奖，员工旅游，股票期权,/job_detail/877c893743e9a5761nx50ty6EFVY.html
C＋＋开发工程师,郑州·金水区·东建材,6-10K,5-10年,本科,扶摇,计算机软件,网络协议 MFC Windows 多线程 C++,交通补助，住房补贴，五险一金，包吃，带薪年假，年终奖,/job_detail/d980d14839d6ddb11XV90964FVdZ.html
嵌入式软件开发工程师,郑州·中原区·高新区,6-9K,1-3年,大专,宜家安好,互联网,嵌入式技术,五险一金，白事关怀，结婚福利，定期体检，员工旅游，生育福利，全勤奖，通讯补贴，零食下午茶，交通补助，餐补，团建活动，节日福利，生日福利，年终奖,/job_detail/b1de68e27bbe908e1nJ53dW7EVtT.html
C＋＋高级开发工程师,郑州,15-20K·14薪,经验不限,本科,星穹科技,计算机软件,游戏引擎 QT 游戏 虚拟机技术 大数据,年终奖，股票期权，全勤奖，五险一金，带薪年假,/job_detail/a31c415552a889bc1nd72t20F1VX.html
后端开发,郑州,7-12K,3-5年,本科,灵佳科技,计算机软件,C# ASP.NET .NET Core Winform Socket技术,加班补助，全勤奖，五险一金,/job_detail/13039e6bbd1e51251nJ_2di0E1dQ.html
初级软件开发工程师（应届生或实习生）,郑州·管城回族区·二里岗,3-4K,在校/应届,大专,联畅通信科技,通信/网络设备,初级软件工程师,年终奖，节日福利，五险一金，带薪年假,/job_detail/a4680a98cd1adac91XV43t6_GVBY.html
嵌入式软件工程师,郑州·中原区·高新区,10-13K,3-5年,本科,河南普大,计算机服务,ARM开发 C++ 嵌入式技术 嵌入式软件开发,餐补，年终奖，节日福利，交通补助，五险一金，零食下午茶，股票期权，带薪年假,/job_detail/593c101291b2efe81nZ60ty4EVVU.html
DSP工程师,郑州·中原区·高新区,10-13K,经验不限,本科,河南普大,计算机服务,C++ dsp,年终奖，交通补助，五险一金，零食下午茶，节日福利，股票期权，餐补，带薪年假,/job_detail/c3d6b1cd02e16db91nZ60ty5GVVR.html
C语言讲师,郑州·新郑市·人民路,8-10K,1-3年,本科,郑州积云,培训机构,教研,节日福利，带薪年假，员工旅游，餐补，五险一金，团建活动,/job_detail/39acf52f635046b01XZ73tq6FlBY.html
C＋＋开发工程师,郑州,15-30K,5-10年,本科,郑州艾影像文化传播,音乐/视频/阅读,音视频编解码 Windows OpenCV,通讯补贴，全勤奖，加班补助，员工旅游，节日福利，年终奖,/job_detail/ad15e81b3ed670ce1XVz09q-GFZX.html
嵌入式软件工程师,郑州·中原区·高新区,8-12K·13薪,1-3年,本科,金橙,智能硬件,嵌入式技术 单片机开发 电路设计 C++ 硬件,年终奖，全勤奖，节日福利，带薪年假，加班补助，五险一金，员工旅游,/job_detail/270a834b766908800XB-2d68GFs~.html
算法工程师,郑州·中原区·高新区,10-15K,3-5年,本科,信金集团,运营商/增值服务,深度学习算法 视觉图像算法 安防监控,年终奖，包吃，补充医疗保险，员工旅游，通讯补贴，节日福利,/job_detail/424c67dfa1d283b01XVz0t28FVZQ.html
软件测试工程师,郑州·中原区·高新区,6-11K,3-5年,本科,信金集团,运营商/增值服务,性能测试 黑盒测试,节日福利，通讯补贴，补充医疗保险，员工旅游，包吃，年终奖,/job_detail/521b53bf73539d2b1XVz09S4FFFZ.html
系统集成,郑州·中原区·新郑大,20-25K·14薪,经验不限,本科,中科曙光,计算机软件,C++ C语言,年终奖，节日福利，餐补，员工旅游，五险一金，补充医疗保险，定期体检，带薪年假,/job_detail/eea65735fc98bc1a1XV93Ni_E1NV.html
C++,郑州,10-15K,3-5年,本科,吉立达机器人,智能硬件,Python Shell Linux QT,节日福利，零食下午茶，交通补助，通讯补贴，餐补，五险一金，年终奖，全勤奖,/job_detail/71246e1a28c4f0411nJ93dS9EFFS.html
嵌入式工程师（机器人）,郑州,4-7K,1-3年,本科,控客机器人,其他行业,单片机 嵌入式 自动化,餐补，员工旅游，带薪年假，节日福利，零食下午茶，出国学习，定期体检，全勤奖，住房补贴，年终奖，五险一金,/job_detail/c96037c6c287bfc21XZ739-_GFI~.html
硬件工程师助理,郑州·金水区·国贸360,5-8K,经验不限,大专,郑州骈衍实业,电子/半导体/集成电路,C++ 电路设计 嵌入式硬件开发 芯片测试,定期体检，五险一金，加班补助，全勤奖，补充医疗保险,/job_detail/b8deca05594645091XVz3d-5EFZY.html
windows 驱动 工程师,郑州·金水区·龙子湖校区,15-20K·13薪,经验不限,大专,鸿翼股份,计算机软件,C++ C语言 底层驱动 安全,五险一金，带薪年假，员工旅游，定期体检，交通补助，零食下午茶，全勤奖,/job_detail/b7ec0a4502f27be41nF92Ny1ElRY.html
安全方面开发人员,郑州·金水区·燕庄,8-10K,1-3年,本科,UU跑腿,移动互联网,Java C++,节日福利，员工旅游，补充医疗保险，零食下午茶，定期体检，五险一金，带薪年假,/job_detail/dd0e78959c7c8e451XV72t64GFpW.html
娱乐主播,郑州·二七区·长途客运总站,8-13K,经验不限,学历不限,星世纪,人力资源服务,抖音 线下办公 其他平台 快手 娱乐才艺,年终奖，带薪年假，节日福利,/job_detail/7026d4f28da9ea8f1XZ73dS1EFFW.html
嵌入式,郑州·管城回族区·经开区,10-15K·13薪,3-5年,本科,金橙,智能硬件,嵌入式技术 单片机开发 电路设计 Linux 物联网,五险一金，年终奖，节日福利，员工旅游，加班补助，全勤奖，带薪年假,/job_detail/d7fbf00e7bcac41e1nZ40tq6FlVV.html
软件开发工程师,郑州·中原区·五龙口,6-11K,1-3年,大专,正向电子科技,计算机软件,.NET C++ SQL Visual Studio,五险一金，带薪年假，年终奖，餐补，全勤奖,/job_detail/6dc24433dc3c7daa1XVz3NW_E1tZ.html
FAE工程师,郑州·中原区·新郑大,7-8K·13薪,在校/应届,本科,致远电子,智能硬件,嵌入式技术 技术沟通,免费班车，节日福利，定期体检，通讯补贴，带薪年假，餐补，加班补助，员工旅游，五险一金，交通补助，年终奖,/job_detail/6867898e2101eae11XV93tS8FVJW.html
图像算法工程师（社保+高薪）,郑州,15-30K,3-5年,本科,一代宗师,医疗/护理/卫生,Python 算法设计 深度学习算法 机器学习算法,五险一金，零食下午茶，节日福利，员工旅游，加班补助，定期体检，年终奖，带薪年假,/job_detail/9df515ccbcdec4111XRz3dW7GVFQ.html
软件测试工程师,郑州·金水区·龙子湖校区,8-10K,1-3年,本科,中软国际,计算机软件,软件测试 系统测试 web端测试 移动端测试,五险一金，免费班车，带薪年假，餐补，年终奖，加班补助，定期体检，零食下午茶，节日福利，员工旅游,/job_detail/e81a872434e24ffc1XVz0969FFZW.html
ROS开发工程师,郑州·金水区·北龙湖,10-15K,经验不限,本科,中原动力,智能硬件,ROS C++ C语言 机器学习算法 深度学习算法,加班补助，零食下午茶，交通补助，五险一金，节日福利，餐补，员工旅游，通讯补贴，带薪年假，年终奖,/job_detail/9c12dc7e91d6dab81nB_29m0GVFS.html
PHP高级工程师,郑州·管城回族区·二里岗,20-40K,3-5年,本科,美团,互联网,服务器配置 消息队列 后端开发 MySQL Redis,带薪年假，补充医疗保险，团建聚餐，保底工资，通讯补贴，五险一金，高温补贴，意外险，交通补助，定期体检，年终奖，底薪加提成,/job_detail/1f333ee4b1f6ebc31XZz2ty6EFZY.html
嵌入式软件工程师,郑州·中原区·高新区,6-11K,1-3年,大专,意特斯电子科技,电子/半导体/集成电路,C语言 嵌入式技术 RTOS RT-Thread UCOS,带薪年假，五险一金，员工旅游，年终奖，节日福利，全勤奖,/job_detail/e0559818665de3ed1XRy09-6GVRY.html
有经验人事专员,郑州·二七区·淮河路,3-6K,经验不限,学历不限,雷霆网络,游戏,人事 行政,带薪年假，年终奖，全勤奖，餐补，节日福利，加班补助，通讯补贴，零食下午茶，员工旅游，五险一金,/job_detail/59d11430cc5fe4d41nN42d26EVFS.html
C＋＋开发工程师,郑州·二七区·建设东路,12-19K,1-3年,大专,睿群信息,计算机软件,嵌入式技术 流媒体技术 网络协议 网络编程 QT,五险一金，加班补助，节日福利,/job_detail/2f39a644126396061XV909W4FlZZ.html
单片机开发主管,郑州,8-13K,3-5年,大专,勇威特种设备,电子/半导体/集成电路,C++ 网络协议 单片机开发,节日福利，带薪年假，补充医疗保险，包吃包住，五险一金，包吃，通讯补贴，定期体检，年终奖，全勤奖，员工旅游,/job_detail/901576b6aa5ef3fa1XR52ty_EVNW.html
电气工程师,郑州·荥阳市·京城路,8-10K,3-5年,本科,英高能源,仪器仪表/工业自动化,硬件工程师 CAD 单片机开发 PCB设计 电路设计,员工旅游，定期体检，年终奖，节日福利，包吃,/job_detail/49b24aa2574100f41nR72ty5FFpU.html
C＋＋,郑州·金水区·曼哈顿广场,10-15K,1-3年,本科,郑州猿节点科技,互联网,网络协议 搜索引擎技术 网络爬虫技术 音视频编解码,餐补，全勤奖，带薪年假，通讯补贴，交通补助，五险一金，节日福利,/job_detail/dfb88c48cacc5ea71XV-2ty1FFVS.html
安卓安全工程师,郑州·金水区·燕庄,9-12K,3-5年,本科,UU跑腿,移动互联网,Java C++ AndroidStudio 计算机软件,员工旅游，零食下午茶，节日福利，带薪年假，定期体检，补充医疗保险，五险一金,/job_detail/cf3b3702743591151nZz2di0GFpZ.html
流媒体工程师,郑州·中原区·新郑大,11-20K·13薪,3-5年,本科,UIOT超级智慧家,智能硬件,C++ 音视频编解码 流媒体技术 数据结构 FFmpeg,股票期权，员工旅游，带薪年假，五险一金，加班补助，餐补，定期体检，节日福利，不定时奖金，通讯补贴，年终奖,/job_detail/620bc982ba5abdb21XV529y5F1BW.html
诚聘－技术经理,郑州·管城回族区·郑州东站,16-22K,5-10年,本科,摩盛科技,计算机软件,Java 系统架构 微服务架构 负载均衡技术,员工旅游，零食下午茶，节日福利，带薪年假，五险一金，通讯补贴，年终奖，全勤奖,/job_detail/81cd1b704f34d50c1nx429u8GFVT.html
嵌入式QT/Linux开发工程师,郑州·荥阳市·新安路,9-14K·13薪,3-5年,本科,奥瑞环保,环保,嵌入式技术 嵌入式硬件开发 Linux C++ qt,员工宿舍，节日福利，带薪年假，五险一金，年终奖，全勤奖,/job_detail/ab0d116919db9c101nx93N-4F1RZ.html
深度学习算法工程师,郑州·金水区·北龙湖,11-20K,1-3年,硕士,中原动力,智能硬件,深度学习算法 视觉图像算法 机器学习算法,年终奖，带薪年假，通讯补贴，交通补助，节日福利，零食下午茶，员工旅游，加班补助，五险一金，餐补,/job_detail/64eef6239813dda01nZ93921GFFZ.html
嵌入式软件工程师,郑州·中原区·新郑大,8-13K,1-3年,本科,UIOT超级智慧家,智能硬件,Linux 嵌入式软件开发 c语言,定期体检，节日福利，五险一金，年终奖,/job_detail/5bb4f5c9d57470281nVy0ty-FlpU.html
售后客服（提供住宿）,郑州·金水区·凤凰城,4-7K,经验不限,学历不限,新月龙鑫科技,电子商务,售后客服 电话客服 在线客服 接听客服 外呼客服,全勤奖，节日福利，带薪年假，年终奖，员工旅游，五险一金,/job_detail/9897c4b428996e713nd_2dq8E1A~.html
电子工程师助理,郑州,5-7K,1-3年,大专,吉立达机器人,智能硬件,单片机开发 PCB设计 PADS AD Cadence,交通补助，五险一金，餐补，全勤奖，通讯补贴，节日福利，年终奖，零食下午茶,/job_detail/647cf0dc3b7e06411XZ_09S7FFNX.html
Windows客户端开发工程师,郑州·金水区·北环,8-12K,1-3年,本科,慢跑实验室,移动互联网,C++ Windows 架构师,定期体检，补充医疗保险，年终奖，带薪年假，股票期权，五险一金，全勤奖，员工旅游,/job_detail/4c7f7dc1e66932ea0XN82du5EVA~.html
QT开发工程师,郑州·中原区·五龙口,9-10K,3-5年,大专,郑州燎原,计算机软件,C++,员工旅游，补充医疗保险，加班补助，五险一金，年终奖，节日福利,/job_detail/0afc781f12b88bc10Hx439u6E1s~.html
机器人编程老师,郑州·金水区·北环,4-7K,1-3年,本科,控客机器人,其他行业,线下授课 一对一授课 教师 线上授课 STEAM,带薪年假，餐补，全勤奖，年终奖，定期体检，出国学习，员工旅游，零食下午茶，住房补贴，五险一金，节日福利,/job_detail/c462bf3c1cb8b4d60HB839u0EFU~.html
SDN开发工程师,郑州·管城回族区·郑州东站,14-18K,3-5年,本科,帆一尚行,互联网,分布式技术 K8S,补充医疗保险，带薪年假，年终奖，包吃，节日福利，零食下午茶，五险一金，定期体检,/job_detail/70d0663ba287f61d1XR53du6FlFX.html
"C++,qt开发工程师",郑州,12-24K,经验不限,大专,华景乐游,计算机软件,C++,员工旅游，节日福利，零食下午茶，带薪年假，年终奖，五险一金,/job_detail/77c4faef3484f2fd1nR539q1FlFX.html
人工智能工程师,郑州·新郑市·航空港区,5-8K,1-3年,本科,富士康,互联网,语音算法 自然语言处理,绩效奖金，股票期权，节日福利，年终奖，定期体检，五险一金，带薪年假,/job_detail/c7f07870dea88b7b0nF72d-9F1M~.html
视觉工程师,郑州·荥阳市·京城路,5-8K,1-3年,大专,中昕智能,智能硬件,算法 机器学习 深度学习 Python 图像检测,通讯补贴，包吃，全勤奖，五险一金，节日福利，带薪年假，年终奖，加班补助，交通补助，餐补,/job_detail/e7d4d04a59c45fd81XN53N24E1A~.html
单片机工程师,郑州·新郑市·航空港区,6-11K,1-3年,本科,郑州润无声,智能硬件,嵌入式硬件开发 单片机开发 PCB设计 电路设计,夜班补助，法定节假日三薪，工龄奖，加班补助，底薪加提成，企业年金，带薪年假，全勤奖，节假日加班费，绩效奖金，五险一金,/job_detail/5614817656bc37ec1nx-2di0F1tW.html
.net高级研发工程师HIS,郑州·管城回族区·郑州东站,9-14K,3-5年,大专,大洋天空软件,计算机软件,C#,五险一金，带薪年假，员工旅游，出差补助,/job_detail/1c568c23568078220HV72ti7FFo~.html
定位导航算法工程师,郑州·金水区·北龙湖,15-25K,1-3年,硕士,中原动力,智能硬件,C++ ROS 移动机器人 slam 人工智能,餐补，节日福利，带薪年假，年终奖，通讯补贴，交通补助，加班补助，员工旅游，零食下午茶，五险一金,/job_detail/0dbcc1390d5d7a511nZ72Ni1FVdX.html
高级嵌入式软件工程师,郑州·中原区·高新区,9-14K,5-10年,本科,意特斯电子科技,电子/半导体/集成电路,C语言 嵌入式技术 RTOS FreeRTOS RT-Thread,员工旅游，带薪年假，全勤奖，年终奖，五险一金，节日福利,/job_detail/783265d9d3d409a81XRy09-6FFZQ.html
嵌入式软件开发工程师,郑州·中原区·五龙口,10-15K,3-5年,本科,翔宇医疗,医疗设备/器械,硬件 嵌入式技术 单片机开发 嵌入式软件开发,加班补助，年终奖，五险一金，定期体检，员工旅游，节日福利,/job_detail/651f63202c258da633N_2Ni_FVc~.html
高级软件工程师,郑州·金水区·东风路,5-10K,3-5年,本科,九泰科技,智能硬件,Linux 音视频编解码 嵌入式技术 图形图像处理,员工旅游，加班补助，交通补助，补充医疗保险，节日福利，五险一金，带薪年假，通讯补贴,/job_detail/3569f72f4950fd101XR82tm-ElA~.html
【HN】软件开发工程师,郑州·中牟县·九龙镇,20-40K·14薪,经验不限,本科,华为,计算机软件,Python JAVA C++ C golang,零食下午茶，节日福利，员工旅游，股票期权，五险一金，年终奖，补充医疗保险，餐补，加班补助，定期体检,/job_detail/074379a6ef58340b1XR-3d-9FFVZ.html
自动驾驶 感知定位算法工程师,郑州·管城回族区·郑州东站,16-21K·15薪,3-5年,本科,帆一尚行,互联网,C++ Python 算法设计,定期体检，带薪年假，节日福利，补充医疗保险，包吃，五险一金，零食下午茶，年终奖,/job_detail/90f151b5482a3e0a1XR_2N-8FFFS.html
高薪急聘研发工程师,郑州·中原区·高新区,10-15K,5-10年,大专,品正科技外贸,贸易/进出口,单片机开发 C语言,五险一金，年终奖，包住，全勤奖，员工旅游,/job_detail/cd7ef78cba65ab241nN-3NS4F1FS.html
高薪研发工程师,郑州·中原区·高新区,10-15K,5-10年,大专,品正科技外贸,贸易/进出口,单片机开发 C语言 电子元器件工程师 电子工艺工程师,员工旅游，五险一金，包住，全勤奖，年终奖,/job_detail/89fff24a09dcc9301nN50t20FVJS.html
QT/C++软件开发,郑州·中原区·五龙口,9-10K,3-5年,大专,郑州燎原,计算机软件,C++,年终奖，员工旅游，五险一金，节日福利，加班补助，补充医疗保险,/job_detail/7a0a86e1138a431933182N-1Flc~.html
C#研发工程师,郑州·金水区·龙子湖校区,8-12K,3-5年,大专,云谷智能,互联网,C# 后端开发 Winform,股票期权，带薪年假，员工旅游，五险一金，年终奖，节日福利,/job_detail/c0843c8e73517d111HB82N25GVA~.html
QT软件开发工程师,郑州·中原区·五龙口,9-10K,1-3年,大专,郑州燎原,计算机软件,C++,年终奖，补充医疗保险，员工旅游，五险一金，节日福利，加班补助,/job_detail/9345362994418b980HN92t2-FlY~.html
IT技术支持,郑州·二七区·帝湖,4-7K,1-3年,学历不限,众益公司,计算机软件,Oracle Access MySQL Redis SQL Server,年终奖，节日福利，包住宿，员工旅游，五险一金，补充医疗保险，加班补助，带薪年假,/job_detail/dbbc77524c2c091d1XV83N68GFZU.html
自动驾驶 车载软件集成工程师,郑州·管城回族区·郑州东站,16-21K·15薪,3-5年,本科,帆一尚行,互联网,Python 数据结构 Linux,节日福利，五险一金，包吃，补充医疗保险，零食下午茶，带薪年假，定期体检，年终奖,/job_detail/39e01378945fc7cb1XR_2N-8EVJQ.html
C,杭州·滨江区·长河,15-30K·15薪,经验不限,本科,华为技术有限公司,计算机软件,软件工程师 Linux c,全勤奖，住房补贴，股票期权，员工旅游，离职补偿，通讯补贴，免费班车，节日福利，带薪年假，加班补助，交通补助，年终奖，定期体检，五险一金，餐补，补充医疗保险，零食下午茶,/job_detail/e774b9a2be9b537e1XV42dq9F1pW.html
C,杭州·滨江区·长河,15-30K·15薪,经验不限,本科,华为,计算机软件,c c++ Linux 后端开发 初级软件工程师,餐补，加班补助，零食下午茶，定期体检，补充医疗保险，五险一金，股票期权，年终奖，节日福利，员工旅游,/job_detail/ed9452b9906c6a9c1XVy2NW_FVtY.html
c/c++开发工程师（可接受21届）,杭州,13-26K,经验不限,本科,软通动力,计算机软件,Linux c c++,加班补助，交通补助，五险一金，免费班车，节日福利，定期体检，团建活动，带薪年假，零食下午茶,/job_detail/b2ffd232bd1038e31n1z3921EFVV.html
Linux C 开发,杭州·滨江区·滨江区政府,15-30K·13薪,3-5年,本科,迪普科技,信息安全,网络协议 高级软件工程师 软件工程师 Linux,员工旅游，股票期权，免费理发，五险一金，生日福利，节日福利，定期体检，补充医疗保险，全勤奖，零食下午茶，通讯补贴，年终奖，住房补贴，交通补助，带薪年假，免费班车,/job_detail/82e7ec10bf16eb071XV53ti6EFVX.html
C/C++,杭州·西湖区·转塘,14-25K,3-5年,本科,软通动力信息技术集团,计算机软件,C# C C++ 集群,节日福利，加班补助，全勤奖，带薪年假，五险一金，零食下午茶，员工旅游，通讯补贴，餐补，补充医疗保险，年终奖，免费班车，交通补助，包吃，定期体检,/job_detail/20192bf052e398301XZz3N60EVZS.html
C软件开发(011),杭州·滨江区·长河,10-15K·14薪,经验不限,学历不限,云豆豆,通信/网络设备,Socket技术 网络协议 Linux 数据结构,年终奖，五险一金，员工旅游，加班补助，定期体检，带薪年假，零食下午茶，节日福利,/job_detail/ad26ca131d28048c1XR839y7F1tS.html
C,杭州·滨江区·长河,18-35K·16薪,1-3年,本科,华为,计算机软件,网络协议 数据结构 多线程 网络编程,节日福利，年终奖，股票期权，加班补助，定期体检，五险一金，补充医疗保险，员工旅游，餐补，零食下午茶,/job_detail/1b1838f1832f22d31nJ83NW-GVtW.html
C工程师,杭州·余杭区·五常,10-15K,1-3年,本科,汇萃智能,仪器仪表/工业自动化,Socket技术 驱动开发,五险一金，年终奖，定期体检，带薪年假，股票期权，员工旅游,/job_detail/85a27f3fcbc9cf751XVy2N-_FFdR.html
C,杭州·滨江区·长河,12-20K·14薪,经验不限,本科,新华三技术有限公司,计算机软件,Python Shell Linux,补充医疗保险，五险一金，通讯补贴，带薪年假，定期体检，员工旅游，餐补，零食下午茶，加班补助，交通补助，免费班车，年终奖，节日福利,/job_detail/c1d7410e438ed1831n1-3Ni9EFFT.html
C/C++开发,杭州,15-30K·14薪,1-3年,本科,控客科技,智能硬件,嵌入式技术 Linux Unix 驱动开发 C#,定期体检，餐补，股票期权，带薪年假，年终奖，节日福利，五险一金,/job_detail/d06de233610c67c21nBz39S5F1NV.html
C/C++ OD招聘,杭州·滨江区·长河,15-28K·14薪,经验不限,本科,华为,计算机软件,Linux 网络协议 微服务架构,年终奖，加班补助，定期体检，零食下午茶，股票期权，员工旅游，补充医疗保险，餐补，节日福利，五险一金,/job_detail/a730f6fb6084d0691n172t-4F1VT.html
C＋＋开发,杭州·钱塘区·和达东东城,13-14K,1-3年,本科,芊颜化妆品,医疗健康,C# 网络编程 数据结构 微服务架构 后端开发,全勤奖，餐补，员工旅游，五险，交通补助，五险一金,/job_detail/eb2b5f171f3860541XV_09y8EVVS.html
C程序员,杭州·滨江区·长河,16-30K·13薪,1-3年,本科,华为技术有限公司,计算机软件,嵌入式技术 微服务架构 算法基础 高级软件工程师,带薪年假，全勤奖，员工旅游，交通补助，零食下午茶，节日福利，加班补助，通讯补贴，定期体检，五险一金，股票期权，年终奖，住房补贴，补充医疗保险，离职补偿，餐补，免费班车,/job_detail/d1ccad7dd13379b51XV83dS1E1FQ.html
C/C++/嵌入式/LinuxC,杭州·滨江区·西兴,12-24K,经验不限,本科,中软国际,计算机软件,C语言 C++ LinuxC QT,加班补助，年终奖，员工旅游，免费班车，零食下午茶，带薪年假，定期体检，餐补，五险一金，节日福利,/job_detail/c602f9701bfc8f7e1nRz09-9FVdV.html
c/c++软件工程师,杭州·萧山区·北干,7-10K,在校/应届,本科,晨晓科技,通信/网络设备,C/C++ Linux 光通信,节日福利，五险一金，加班补助，全勤奖，餐补，带薪年假，股票期权，年终奖，定期体检,/job_detail/7791303e2e872ae61HJ-3tS1GFI~.html
C/C++开发工程师,杭州·滨江区·长河,15-30K,经验不限,本科,华为,计算机软件,嵌入式技术 多进程 多线程 Linux,定期体检，补充医疗保险，股票期权，加班补助，零食下午茶，员工旅游，节日福利，年终奖，五险一金，餐补,/job_detail/0c48836d0ac055521XR_29W5FVRT.html
C/C++开发工程师,杭州·拱墅区·上塘,11-20K,1-3年,本科,邦睿科技,计算机软件,网络协议 MySQL,五险一金，节日福利，餐补，定期体检，年终奖，带薪年假，零食下午茶,/job_detail/5f8b4364ac58bd561nB_2t-6GFRY.html
C/C++软件工程师,杭州·滨江区·长河,15-30K·15薪,经验不限,本科,华为,计算机软件,C++ C语言 嵌入式技术 网络编程 多进程,定期体检，补充医疗保险，零食下午茶，员工旅游，节日福利，餐补，股票期权，年终奖，加班补助，五险一金,/job_detail/118593cc39d42e5c1nR93tS_FFdW.html
研发工程师（C/C++),杭州·上城区·四季青,15-30K·14薪,3-5年,本科,VisionVera,通信/网络设备,多线程 Linux C#,餐补，补充医疗保险，五险一金，加班补助，定期体检，股票期权，节日福利，年终奖，带薪年假，零食下午茶，员工旅游，通讯补贴,/job_detail/7ca67bb4448bb5b11XV-39q4E1pQ.html
C/C++软件工程师,杭州·滨江区·浦沿,12-24K·14薪,1-3年,本科,海格恒通,通信/网络设备,C/C++,年终奖，加班补助，补充医疗保险，餐补，定期体检，带薪年假，五险一金，员工旅游，节日福利,/job_detail/af6f3eecaaa34c621n152N6_FVE~.html
c/c++(21届可培养）,杭州·滨江区·长河,11-22K,1-3年,本科,软通动力,计算机软件,Linux 驱动开发,定期体检，交通补助，加班补助，团建活动，节日福利，五险一金，带薪年假，免费班车，零食下午茶,/job_detail/3d65045c5cb4f32c1n1y3966F1FZ.html
Linux系统软件工程 c,杭州·滨江区·浦沿,15-30K·14薪,经验不限,本科,浙江大华,互联网,驱动开发 Linux 计算机软件 嵌入式技术,年终奖，包吃，带薪年假，餐补，五险一金，补充医疗保险，节日福利，通讯补贴，定期体检，员工旅游，交通补助，住房免息贷款，免费班车，加班补助,/job_detail/44bd66d5817a7a7f33dz0tS6E1o~.html
C/C++/Java工程师,杭州·滨江区·长河,20-40K·14薪,经验不限,本科,华为,计算机软件,Python Java 后端开发,年终奖，零食下午茶，餐补，定期体检，节日福利，补充医疗保险，员工旅游，股票期权，五险一金，加班补助,/job_detail/02955824a3ca44661nF60928FVFZ.html
C/C++开发工程师,杭州·滨江区·长河,15-30K·14薪,经验不限,本科,华为技术有限公司,计算机软件,嵌入式技术 网络协议 Linux 驱动开发 ARM开发,住房补贴，补充医疗保险，离职补偿，通讯补贴，节日福利，加班补助，五险一金，餐补，年终奖，定期体检，员工旅游，零食下午茶，交通补助，免费班车，全勤奖，带薪年假，股票期权,/job_detail/5cf90e291ea6bcce1XVz0t--F1VQ.html
嵌入式c软件开发-HR006,杭州·萧山区·北干,9-14K·14薪,经验不限,本科,云豆豆,通信/网络设备,嵌入式技术 Socket技术 数据结构 Linux,定期体检，零食下午茶，员工旅游，五险一金，带薪年假，加班补助，节日福利，年终奖,/job_detail/cb4526f520ca24561XR839m6FVNS.html
C/C++软件工程师,杭州·滨江区·浦沿,10-25K·15薪,1-3年,本科,博日科技,医疗健康,Windows,五险一金，加班补助，包吃，员工旅游，通讯补贴，节日福利，免费停车位，补充医疗保险，年终奖，带薪年假，免费班车，定期体检,/job_detail/cc6655ac39b13c361n1929i6GVJR.html
C/C++中级工程师招聘,杭州·西湖区·西溪,10-15K,1-3年,本科,柏科数据,计算机软件,C++ Shell Python Linux,节日福利，带薪年假，员工旅游，年终奖，股票期权，定期体检，补充医疗保险，通讯补贴，零食下午茶，五险一金,/job_detail/b89621397ac4a79a0XN739y-EFA~.html
嵌入c开发工程师010,杭州·萧山区·北干,9-14K·14薪,1-3年,本科,云豆豆,通信/网络设备,Socket技术 网络协议 Linux,定期体检，五险一金，年终奖，零食下午茶，带薪年假，节日福利，加班补助，员工旅游,/job_detail/c0b746ad315d7c421XRz2t60EVtT.html
C C＋＋嵌入式对日工程师,杭州·滨江区·长河,11-16K,经验不限,学历不限,优灿公司,计算机软件,嵌入式技术 日语 C C语言 计算机等级二级,五险一金，节日福利，年终奖，定期体检,/job_detail/00b0a8e1db3c927d1nxy3t6-GVJX.html
C,杭州·滨江区·长河,20-40K,经验不限,本科,华为,计算机软件,Python Linux C语言,零食下午茶，员工旅游，五险一金，补充医疗保险，餐补，定期体检，节日福利，年终奖，股票期权，加班补助,/job_detail/efd4f2bc3976edc71nV509-5GFFV.html
C/C++软件架构师,杭州·滨江区·长河,20-40K·16薪,3-5年,本科,华为,计算机软件,Python 分布式技术,零食下午茶，员工旅游，年终奖，定期体检，餐补，节日福利，加班补助，五险一金，股票期权，补充医疗保险,/job_detail/e3fc1b2f8147ed921n1z2NS-FVBU.html
C/C++/Rust/Python/Java开发工程师,杭州,20-40K·15薪,经验不限,本科,华为技术有限公司,计算机软件,Python Linux Java C C++,免费班车，补充医疗保险，定期体检，五险一金，餐补，加班补助，零食下午茶，通讯补贴，股票期权，节日福利，员工旅游，年终奖，住房补贴，全勤奖，离职补偿，交通补助，带薪年假,/job_detail/5df27cf03b154e291XV_09m-FVtY.html
