1,2,3,4,5,6,7,8,9,10
华为云研发工程师，java/golang/c++/js均可,重庆·渝北区·照母山,15-30K·14薪,经验不限,本科,华为,计算机软件,Spring Hibernate Redis MongoDB PostgreSQL,餐补，加班补助，股票期权，节日福利，年终奖，补充医疗保险，员工旅游，零食下午茶，五险一金，定期体检,/job_detail/80271274aacfeaba1n1-3d-9ElRS.html
高级Java开发工程师,重庆·渝北区·北环,15-20K·13薪,5-10年,本科,博思软件,计算机软件,SpringBoot Spring 高级软件工程师 高级java java,通讯补贴，加班补助，零食下午茶，定期体检，股票期权，餐补，五险一金，节日福利，员工俱乐部，带薪年假，员工旅游，年终奖，交通补助,/job_detail/d3d202f4804975be1XR_3Nq5EFRZ.html
Java,重庆·渝中区·大坪,8-13K,3-5年,大专,华医康道,互联网,HTML CSS 分布式技术 微服务架构 Spring,交通补助，全勤奖，节日福利，带薪年假，零食下午茶，通讯补贴，股票期权，五险，餐补，加班补助,/job_detail/faa18e98997f33e81nJ539u6EltT.html
java开发攻城狮(后端),重庆·九龙坡区·杨家坪,10-15K,1-3年,学历不限,重庆希鲁鲁克科技...,移动互联网,服务器配置 Spring MySQL 服务器端开发 Linux,带薪年假，零食下午茶，员工旅游，节日福利，年终奖，五险一金，全勤奖，生日福利,/job_detail/e811a14a6f35243d1nZ93N69FFNV.html
JAVA工程师(供应链平台项目),重庆·渝北区·黄泥塝,10-15K,3-5年,本科,信奥优程,在线教育,java 设计模式 敏捷开发 OOAD,节日福利，五险一金，加班补助，定期体检，带薪年假,/job_detail/661d470e96d8d41c1nx73NW9EFpQ.html
Java讲师,重庆·九龙坡区·石桥铺,8-12K,1-3年,本科,华清远见,培训机构,职业培训师 线下授课 java,节日福利，定期体检，通讯补贴，年终奖，全勤奖，带薪年假，零食下午茶，餐补，五险一金，加班补助，工龄奖，生日福利，管理层提升培，团建聚餐，员工旅游,/job_detail/e5de5a0238c31c631XV93tS8FlNU.html
软件开发工程师,重庆·九龙坡区·二郎,8-12K,3-5年,本科,中煤科工集团,其他行业,SQL PHP 负载均衡技术 分布式技术 java OA,五险一金，定期体检，通讯补贴，节日福利，补充医疗保险，带薪年假，包吃,/job_detail/66d97c93743f89471nx529q0ElpR.html
java 高级工程师,重庆·渝北区·大竹林,15-20K,5-10年,本科,动脉网,医疗健康,微服务架构 分布式技术 架构师 Spring,带薪年假，五险一金，员工旅游，节日福利，股票期权，零食下午茶，定期体检，交通补助，加班补助，年终奖,/job_detail/0b2258bed46e84ed1nx4396_ElFR.html
JAVA /NET开发工程师,重庆·渝北区·光电园,10-15K,1-3年,大专,聚梦实业,运营商/增值服务,SQL CSS 网络协议 Spring Hibernate Struts,五险一金，年终奖，节日福利，餐补,/job_detail/9f0bdf01c3f586f81n163Nq6E1BV.html
Java 中级开发工程师,重庆,8-12K,3-5年,大专,维舟物联,移动互联网,REST WebSe Socket 多线程 Spring,五险，通讯补贴，带薪年假，餐补,/job_detail/1807d49cb4086e121nVy3t-6FFBQ.html
后端工程师 Java,重庆·渝北区·光电园,12-20K·13薪,3-5年,本科,亚信科技,计算机软件,HTML CSS MVC开发 容器技术 Spring,节日福利，免费班车，年终奖，定期体检，五险一金，通讯补贴，带薪年假，补充医疗保险,/job_detail/167030f6bfb259e01nZ60t69FlpZ.html
高级 Java 研发工程师,重庆·渝北区·龙头寺,14-24K,3-5年,本科,洪九果品,其他行业,Python Shell 微服务架构 容器技术 分布式技术,五险一金，包吃，节日福利，年终奖,/job_detail/d44a9bece00107151XV-09S5E1VY.html
Java 开发工程师,重庆·渝北区·大竹林,8-12K·14薪,3-5年,本科,左岸环境,其他服务业,Linux 中级软件工程师 SpringBoot MySQL IDEA,节日福利，补充医疗保险，带薪年假，年终奖，通讯补贴，五险一金，员工旅游,/job_detail/d882e324412ab71f1XR43N6-F1tS.html
Java （物联网、大数据方向),重庆·九龙坡区·石桥铺,9-14K,3-5年,本科,蕴明科技,通信/网络设备,分布式技术 微服务架构 负载均衡技术 SpringCloud,学历补贴，六险，节日福利，包住，员工旅游，绩效奖金，生日礼金，交通补助,/job_detail/9e638f849ce7519c1n1-3Ni-EFBY.html
JAVA 开发工程师,重庆·渝北区·光电园,13-23K,5-10年,本科,九州云,计算机软件,SQL Python Shell 多线程 容器技术 Spring,定期体检，补充医疗保险，年终奖，五险一金，零食下午茶，带薪年假,/job_detail/a628e34561c602601nx72tq4GVRZ.html
java?开发工程师（初中级）,重庆·渝北区·光电园,6-11K·14薪,1-3年,本科,重庆电政信息科技公司,计算机软件,分布式技术 多线程 Linux Spring SpringMVC,加班补助，半年调薪机会，半年绩效奖金，全勤奖，节日福利，带薪年假，住房补贴，五险一金，交通补助，餐补，周末双休，员工宿舍，交通补贴，年终奖,/job_detail/6e9f5e8556319c5c1XVy39y7GFJS.html
java 高级开发工程师,重庆·渝北区·新牌坊,10-15K,5-10年,本科,重庆鼎游科技,智能硬件,Java JavaScript,年终奖，加班补助，交通补助，带薪年假，节日福利，全勤奖，员工旅游,/job_detail/b13f8f7b3cfb4ee11nV_3dm0FlJW.html
java 工程师,重庆·渝北区·悦来,7-12K,3-5年,本科,阿米智能,数据服务,分布式技术 多线程 消息队列 Spring SpringMVC,股票期权，加班补助，节日福利，带薪年假，员工旅游，年终奖，五险一金,/job_detail/8a5b9ca17a828f161nF-29q9FFJR.html
Java,重庆,15-25K,3-5年,本科,中软国际,计算机软件,Java JavaScript SQL HTML,定期体检，节日福利，零食下午茶，员工旅游，餐补，免费班车，年终奖，带薪年假，五险一金，加班补助,/job_detail/8a27b6e85e4ebd4a1nV82Ny_GFVS.html
Java,重庆·渝北区·大竹林,11-12K,3-5年,本科,威爱云,互联网,微服务架构 Redis 后端开发 GIT,年终奖，带薪年假，全勤奖，定期体检，五险一金,/job_detail/8f14f5f4001efca01nx-3tq4FFdX.html
Java,重庆·渝北区·汽博中心,12-20K,5-10年,本科,瀚东实验动物,医疗健康,中级软件工程师 全栈开发 Android Framework,年终奖，全勤奖，带薪年假，五险,/job_detail/3bbfe4203ef0bc6c1XV_396-F1FV.html
Java,重庆·九龙坡区·石桥铺,10-15K·14薪,5-10年,本科,信息通信咨询设计院,信息安全,Linux IDEA GIT,五险一金，节日福利，定期体检，带薪年假，餐补,/job_detail/ac7ae7ffc334f19e1XR829-1E1pW.html
Java,重庆·渝北区·新牌坊,6-11K,经验不限,本科,重庆中冉信息分公司,计算机软件,SQL 微服务架构 MVC开发 分布式技术,节日福利，五险一金，带薪年假，餐补，通讯补贴，交通补助，定期体检,/job_detail/615ed7eaf6eb0e801XV-09W8F1ZZ.html
Java,重庆·南岸区·南坪,8-13K,3-5年,大专,极马科技,O2O,分布式技术 多线程 Spring MySQL 后端开发,五险一金，定期体检，节日福利，股票期权，补充医疗保险，年终奖,/job_detail/ee0c84520da8c5c41n193dm4GFVS.html
Java,重庆·渝北区·悦来,10-11K,3-5年,大专,中科创达软件,计算机软件,服务器配置 分布式技术 Spring SpringMVC,餐补，年终奖，住房补贴，五险一金，加班补助，带薪年假，股票期权，定期体检，员工旅游，交通补助，节日福利，全勤奖,/job_detail/bfa9b712a8a3002e1XZz2dS0GFtQ.html
Java,重庆·渝北区·加州,7-12K·13薪,1-3年,大专,贵州智朗,计算机软件,SQL MVC开发 软件工程师 后端开发 SpringBoot,定期体检，年终奖，餐补，五险一金,/job_detail/c2c4d8ebf542cd751XV-29y_FFNR.html
Java,重庆·南岸区·南滨路,12-18K,3-5年,本科,中创华煜,企业服务,Spring SpringMVC SpringBoot Maven GIT,带薪年假，定期体检，员工旅游，五险一金，年终奖，节日福利,/job_detail/59dd9bf19e53b1211nF739u6EVFT.html
Java,重庆·渝北区·财富中心,12-15K·13薪,3-5年,本科,深圳华云信息系统,计算机软件,微服务架构 MVC开发 容器技术 Linux Oracle,节日福利，五险一金，员工旅游，带薪年假，年终奖，定期体检，零食下午茶,/job_detail/f48d01ab718597231XZ609u0ElBU.html
Java,重庆·江北区·观音桥,10-15K,3-5年,大专,软江,计算机软件,SpringBoot SpringCloud Spring MySQL Redis,全勤奖，餐补，五险，节日福利，股票期权，年终奖,/job_detail/fd48c73843aafb401XV839q_ElBR.html
Java,重庆·渝北区·新牌坊,6-11K,1-3年,本科,举宇科技,智能硬件,CSS 分布式技术 数据结构 网络编程 多进程,节日福利，餐补，定期体检，五险一金，带薪年假，加班补助，年终奖,/job_detail/d6a699a63f18e0a01nN-29y_FVBR.html
Java,重庆·大渡口区·步行街,5-6K,1-3年,本科,精耕,计算机软件,软件工程师 SQL Spring SpringMVC Oracle,节日福利，年终奖，员工旅游，股票期权，年终增量激励，五险一金，带薪年假，定期体检，补充医疗保险,/job_detail/37e2cdaa548f96d71nJ90tW4FVRY.html
Java,重庆·渝北区·冉家坝,10-15K,3-5年,大专,奉余时代,计算机软件,HTML CSS,五险，全勤奖，节日福利，年终奖，定期体检，加班补助，零食下午茶,/job_detail/fdfe83f4068d3bad1n1929-5GFNT.html
Java,重庆·南岸区·弹子石,30-60K·16薪,5-10年,本科,蚂蚁集团,互联网金融,Spring Netty 分布式技术 MySQL NoSQL,补充医疗保险，带薪年假，公积金，股票期权，定期体检，五险一金，年终奖，员工旅游，餐补,/job_detail/419b486f540191901nx839-8FltW.html
Java,重庆·渝北区·光电园,9-14K·13薪,1-3年,大专,纵浪科技,计算机软件,分布式技术 Spring 微服务架构 SpringBoot,加班补助，五险一金，年终奖，零食下午茶，员工旅游，全勤奖，节日福利，带薪年假,/job_detail/2946772cf33ae6351n170ti7EFpW.html
Java,重庆·渝北区·新牌坊,6-11K,经验不限,本科,重庆中冉信息分公司,计算机软件,SQL 微服务架构 MVC开发 分布式技术,定期体检，餐补，五险一金，交通补助，节日福利，带薪年假，通讯补贴,/job_detail/921cc05a6b58f5381XV-09W4EVFW.html
Java,重庆·渝北区·鸳鸯,10-15K·13薪,5-10年,本科,申盾,计算机软件,Spring SpringCloud SpringBoot Redis 后端开发,股票期权，餐补，定期体检，五险一金，年终奖,/job_detail/d5296a0c1f2f404a1nFy3t-8GFdS.html
Java,重庆·渝北区·光电园,15-30K,3-5年,学历不限,潮瑞软件,移动互联网,分布式技术 架构师 后端开发 WEB开发,全勤奖，节日福利，年终奖，五险一金，餐补，员工旅游，交通补助，加班补助,/job_detail/6163fff426df3e6e1XVz0tm1F1VV.html
Java,重庆·渝北区·悦来,6-11K·13薪,3-5年,本科,阿米智能,数据服务,搜索引擎技术 算法基础 分布式技术 服务器配置,五险一金，带薪年假，员工旅游，加班补助，节日福利，股票期权，年终奖,/job_detail/7f8dda8b25963f991nJ829i7FVtT.html
Java,重庆·渝北区·汽博中心,10-15K·13薪,3-5年,大专,非科智地,计算机软件,Java开发经验 Java 微服务架构 分布式技术,加班补助，交通补助，定期体检，员工旅游，零食下午茶，节日福利，年终奖，五险一金，带薪年假,/job_detail/6ebb0b9336056b101XR829-5GVFU.html
Java,重庆·渝北区·大竹林,12-17K,3-5年,大专,中软国际,计算机软件,服务器配置 Spring SpringBoot SpringMVC,节日福利，加班补助，零食下午茶，带薪年假，定期体检，年终奖，免费班车，餐补，五险一金，员工旅游,/job_detail/638d331babb8ec6c1n1_3920E1VU.html
Java,重庆·渝北区·光电园,4-8K,1-3年,本科,重庆柏锐特,智能硬件,Java 后端开发,节日福利，带薪年假，五险一金，年终奖，全勤奖,/job_detail/e45ccd7be831ef401nV70tW7EFc~.html
JAVA,重庆·江北区·观音桥,7-10K,1-3年,大专,极乐空间,移动互联网,Java MySQL 后端开发 Node.js Linux,五险一金,/job_detail/c132f078ab392ab70nV92N6-F1Q~.html
Java,重庆·南岸区·弹子石,25-40K·16薪,3-5年,本科,蚂蚁集团,互联网金融,网络协议 多线程 架构师 Spring,员工旅游，餐补，定期体检，五险一金，年终奖，补充医疗保险，公积金，股票期权，带薪年假,/job_detail/0ac8450306a41dc81XR_3tu1EFNW.html
Java,重庆·南岸区·弹子石,25-45K·16薪,1-3年,本科,蚂蚁金服,互联网,分布式技术 数据结构 后端开发 微服务架构,带薪年假，员工旅游，节日福利，股票期权，补充医疗保险，定期体检，五险一金，年终奖，餐补,/job_detail/16b2b3fa281849fe1n143N-_ElVV.html
Java,重庆·渝北区·大竹林,10-15K·13薪,3-5年,本科,云链天诚,计算机软件,Java MVC开发 微服务架构 MySQL,定期体检，节日福利，交通补助，通讯补贴，餐补，员工旅游，年终奖，零食下午茶，五险一金,/job_detail/dc656052c0e125f63nV93tS5F1Q~.html
Java,重庆·渝北区·大竹林,16-20K,5-10年,本科,寰宇普惠,互联网,技术经理 项目经理 高级JAVA,年终奖，节日福利，五险一金，带薪年假，定期体检，意外商业保险，加班补助，股票期权,/job_detail/d587289ef1ceab851nB_3t--GVVX.html
Java,重庆·渝北区·新牌坊,9-13K,1-3年,本科,优活智联,互联网,数据库 Java 服务器端开发 WEB开发 SpringBoot,交通补助，年终奖，社保五险，带薪年假，包吃，节日福利，零食下午茶，员工旅游,/job_detail/4801fa7340740a261H1z2dw~.html
Java,重庆·九龙坡区·西彭,6-7K,3-5年,学历不限,重庆聚铭机械有限公司,机械设备/机电/重工,分布式技术,加班补助，餐补，全勤奖，补充医疗保险，住房补贴，五险一金，年终奖,/job_detail/a92c3b587564fb8f1nJ82NW1FlRS.html
Java,重庆·沙坪坝区·三峡广场,8-12K,3-5年,本科,重庆恣游科技,游戏,Java 后端开发 解决方案,五险一金,/job_detail/88e444d4f24bca501nJ-2tS5FlE~.html
java,重庆·江北区·五里店,12-13K,3-5年,本科,深圳华云信息系统,计算机软件,分布式技术 多线程 activity 流程引擎,定期体检，年终奖，节日福利，零食下午茶，员工旅游，五险一金，带薪年假,/job_detail/9f8d523920c66b8b1XZ62NW5E1pS.html
Java,重庆·九龙坡区·杨家坪,12-17K,3-5年,本科,软通动力信息技术集团,计算机软件,SQL 服务器配置 网络协议 网络编程 多线程,五险一金，补充医疗保险，定期体检，加班补助，包吃，全勤奖，带薪年假，零食下午茶，通讯补贴，年终奖，免费班车，餐补，节日福利，员工旅游，交通补助,/job_detail/cd41634bf386972c1XZz0tW-FVFQ.html
Java,重庆·九龙坡区·巴国城,10-20K,5-10年,本科,英卡电子,计算机软件,Java 后端开发 JS,餐补，零食下午茶，全勤奖，五险一金，定期体检，节日福利，员工旅游,/job_detail/19e23413a80d276a1nV739S4FVo~.html
Java,重庆·渝北区·大竹林,9-14K,3-5年,大专,维舟物联,移动互联网,微服务架构 分布式技术 Spring Netty Dubbo,五险，通讯补贴，餐补，带薪年假,/job_detail/947fd8e379dc08de1nx43t26EFBY.html
Java,重庆·南岸区·南坪,12-24K,5-10年,大专,极马科技,O2O,出行 网约车 呼我出行 o2o 后端开发,股票期权，五险一金，定期体检，补充医疗保险，节日福利，年终奖,/job_detail/841c075203e52bfb1nZ43dy9FVBT.html
Java,重庆·渝中区·大坪,15-25K,5-10年,本科,特斯联,互联网,分布式技术 MVC开发 容器技术 Spring Redis,餐补，定期体检，带薪年假，五险一金,/job_detail/16b2c74efc9ef97d1nN42Nm6GFZT.html
Java,重庆·渝北区·龙头寺,8-10K,1-3年,大专,纵横世纪,互联网,音视频编解码 负载均衡技术 分布式技术 音视频开发,节日福利，补充医疗保险，零食下午茶，带薪年假，加班补助,/job_detail/a122228691b702c31XR829-9FFJT.html
JAVA,重庆·渝中区·化龙桥,5-7K,1年以内,学历不限,塞洛斯普,电子商务,SQL Oracle MySQL,五险，加班补助,/job_detail/9cf9e5362cdae7901nxy2du0EFVX.html
Java,重庆·江北区·鱼嘴,9-13K,5-10年,大专,德帆科技,计算机软件,微服务架构 分布式技术 SpringCloud,节日福利，免费班车，加班补助，带薪年假，员工旅游，年终奖，五险一金,/job_detail/61db4943983cccad1XZ-2du7F1A~.html
Java,重庆,5-8K,1-3年,本科,上海尊蓝,计算机软件,Java 全栈开发,年终奖，五险一金，带薪年假,/job_detail/7ba72f8087a5987b1nR-29-4EFJQ.html
Java,重庆·渝北区·新牌坊,9-12K·13薪,3-5年,大专,重庆信析科技,计算机软件,Socket技术 服务器配置 分布式技术 多进程,零食下午茶，带薪年假，五险一金,/job_detail/9086ec17f193787c1XV40t67GVpW.html
Java,重庆·渝北区·冉家坝,8-13K·13薪,经验不限,大专,奉余时代,计算机软件,Spring SpringBoot,年终奖，五险，全勤奖，加班补助，零食下午茶，节日福利，定期体检,/job_detail/e176b406c9fbc0581nF73tu9GVNQ.html
Java,重庆·渝北区·汽博中心,11-20K,1-3年,学历不限,重庆海象科技有限公司,计算机服务,游戏开发 Windows Spring 后端开发 全栈开发,全勤奖，年终奖，零食下午茶,/job_detail/9b752afb24e4cdd01XVy2du5EVFW.html
Java,重庆·渝中区·解放碑,7-12K,3-5年,大专,吉之年,计算机软件,Java 多线程 服务器配置 数据结构 Spring,五险一金，餐补，股票期权，加班补助,/job_detail/3b91e95118a4f2471nR53t-4EVtS.html
Java,重庆·渝北区·新牌坊,4-8K·13薪,3-5年,大专,深圳市金政软件,计算机软件,SQL Dubbo Spring MySQL,加班补助，补充医疗保险，五险一金，节日福利，带薪年假，年终奖，交通补助，员工旅游,/job_detail/66bb1bed966919af33Z40t61GFo~.html
Java开发,重庆·渝北区·新牌坊,8-12K·13薪,1-3年,本科,福建华网,计算机软件,Java,定期体检，员工旅游，通讯补贴，过节费，加班补助，年终奖，带薪年假，股票期权，补充医疗保险，零食下午茶，五险一金，餐补，节日福利,/job_detail/044069399c8658b13nR53d61EVU~.html
Java开发,重庆·渝北区·汽博中心,10-15K,1-3年,大专,博彦科技,计算机软件,SQL 分布式技术 MVC开发 Spring Redis,五险一金，免费班车，带薪年假，节日福利，定期体检，年终奖,/job_detail/efe8c304fa6223361nFy39m7ElpU.html
JAVA工程师,重庆·沙坪坝区·大学城,10-15K,3-5年,本科,重庆大学,院校,Python Shell 多线程 数据结构 Spring,时间灵活，工作轻松，五险一金,/job_detail/10e7b2c9971b3a021nF83967FFRW.html
Java工程师,重庆·渝北区·大竹林,2-5K,1年以内,本科,品目科技,电子商务,CSS HTML SpringBoot,带薪年假，零食下午茶，五险一金，加班补助，节日福利，企业年金，交通补助，通讯补贴，年终奖，全勤奖,/job_detail/0252de714e981c661XRz2N21GFNS.html
Java开发-重庆,重庆·渝北区·大竹林,12-19K,3-5年,大专,中软国际,计算机软件,服务器配置 SpringCloud SpringBoot Access,定期体检，员工旅游，零食下午茶，带薪年假，加班补助，五险一金，节日福利，年终奖，餐补，免费班车,/job_detail/8f02b9ede0f29d691XV73di0GFBX.html
JAVA开发,重庆·南岸区·南坪,7-12K,经验不限,本科,云盾电子认证,信息安全,MVC开发 WEB开发 Spring Hibernate SVN,带薪年假，餐补，五险一金,/job_detail/21b64dd3b57d96a91nxy2N64FVVT.html
Java工程师,重庆·渝北区·冉家坝,8-13K,3-5年,本科,优森,医疗健康,Java MySQL Maven GIT Mybatis,节日福利，餐补，带薪年假，交通补助，五险一金,/job_detail/231a2201a7ab6d051nV-3tm7EFVV.html
Java工程师,重庆·江北区·观音桥,7-12K,3-5年,大专,六业科技,计算机软件,软件工程师 分布式技术 Dubbo Mybatis,带薪年假，通讯补贴，五险一金，交通补助，加班补助，全勤奖,/job_detail/2fdf1d2f03228da033F-0tS_Els~.html
Java工程师,重庆,7-10K,3-5年,大专,远臻科技,计算机软件,Java JS Hadoop Dubbo 分布式技术,餐补，五险，员工旅游，周末双休，交通补助，通讯补贴，年终奖，零食下午茶，节日福利，带薪年假，定期体检,/job_detail/41b06038d7b2dbb91n170tq7FVA~.html
Java工程师,重庆·南岸区·茶园新区,13-18K·13薪,5-10年,本科,云辑数科,数据服务,分布式技术 微服务架构 数据结构 搜索引擎技术,零食下午茶，节日福利，年终奖，五险一金，全勤奖，包吃，带薪年假,/job_detail/fe12d643e2dd691a1n1z39W4ElJY.html
java开发,重庆·渝北区·光电园,9-14K·13薪,3-5年,本科,初灵信息300250,通信/网络设备,分布式技术 服务器配置 微服务架构 MVC开发,定期体检，加班打车，零食下午茶，股票期权，带薪年假，餐补，年终奖，五险一金，节日福利,/job_detail/cf75fe078e59d58e1nN-0ti5GFNX.html
Java开发,重庆·渝北区·悦来,7-12K,3-5年,本科,伏特猫,企业服务,Java JS Linux,餐补，股票期权，补充医疗保险，节日福利，全勤奖，定期体检，通讯补贴，员工旅游，五险一金，带薪年假,/job_detail/96e566cb496ea4451HV83Ni7EFQ~.html
Java开发,重庆·江北区·五里店,11-16K,3-5年,本科,法本,计算机软件,微服务架构 MVC开发 容器技术 Linux Spring,员工旅游，年终奖，企业文化，定期体检，全勤奖，零食下午茶，加班补助，带薪年假，节日福利，五险一金,/job_detail/8af59b309a0a027e1XZz2N24EVtY.html
Java工程师,重庆·江北区·鱼嘴,8-13K,3-5年,本科,乒乓,移动互联网,SQL 微服务架构 服务器配置 消息队列 数据结构,定期体检，年终奖，零食下午茶，全勤奖，五险，节日福利，生育礼金，补充医疗保险，带薪年假,/job_detail/19ff8f674ce2d5121XZ63Nu9E1ZQ.html
Java开发(J11272),重庆,10-15K·14薪,1-3年,本科,朗新科技,计算机软件,分布式技术 微服务架构 Spring Redis 架构师,年终奖，节日福利，加班补助，带薪年假，通讯补贴，定期体检，补充医疗保险，优秀员工旅游，五险一金，股票期权，交通补助，员工旅游,/job_detail/48ff8b99e379c02b1nJy2NW6FVJY.html
Java工程师,重庆·九龙坡区·华岩,9-14K·13薪,1-3年,大专,旭冉信息,计算机软件,微服务架构 Spring NoSQL 后端开发 多线程,带薪年假，员工旅游，零食下午茶，五险一金,/job_detail/3a385fd98f723ac81XV_3N2-ElZV.html
高级Java工程师,重庆·江北区·观音桥,10-15K,3-5年,本科,深能信息技术有限公司,计算机软件,分布式技术 微服务架构 MVC开发 Spring,五险，员工旅游，餐补，带薪年假，节日福利，交通补助，定期体检，加班补助,/job_detail/5c786dd984e7c0011nJ539m_EldV.html
JAVA工程师,重庆·渝北区·黄泥塝,10-15K·13薪,3-5年,本科,中肾智慧,医疗/护理/卫生,CSS 分布式技术 网络编程 多线程 WEB开发,餐补，加班补助，节日福利,/job_detail/4794454e8c2f05b01nxz3NW6F1NT.html
高级Java开发,重庆·九龙坡区·高新区,15-25K,3-5年,本科,忽米网,互联网,CSS SQL 微服务架构 服务器配置 分布式技术,员工旅游，五险一金，通讯补贴，全勤奖，带薪年假，定期体检，交通补助，餐补,/job_detail/d4031d06577e7ced1nx93Nq_E1VS.html
JAVA工程师,重庆·九龙坡区·九龙,8-12K,3-5年,本科,重庆点博科技,移动互联网,Java Javascript JS,五险一金，周末双休，员工旅游，节日福利,/job_detail/d6a7bd258fc514890nd53d21EA~~.html
中级Java工程师,重庆·南岸区·南滨路,5-9K,1-3年,本科,重庆神缘软件有限公司,计算机软件,分布式技术 SpringBoot Spring SSM NoSQL,节日福利，通讯补贴，餐补，五险一金,/job_detail/94255ac6b33af82d1XR82N-5FVBW.html
Java中高级DQCQZHZQ,重庆·渝中区·鹅岭,10-12K,1-3年,本科,上海致融,计算机软件,HTML CSS SQL 服务器配置 分布式技术,五险一金，年终奖,/job_detail/abec2eaf05380d761XZ73N6-FVVR.html
高级Java工程师,重庆·九龙坡区·高新区,13-20K,3-5年,本科,忽米网,互联网,后端开发 架构师 分布式技术 容器技术,员工旅游，定期体检，五险一金，餐补，交通补助，通讯补贴，带薪年假，全勤奖,/job_detail/65636061760085e31nN_2N-0FlZV.html
Java工程师,重庆·渝北区·人和,11-20K·13薪,3-5年,大专,锐思科,其他专业服务,SQL 微服务架构 多线程 Spring Dubbo,带薪年假，股票期权，节日福利，零食下午茶，员工旅游，餐补，住房补贴，定期体检，交通补助，五险一金，通讯补贴，年终奖,/job_detail/57188251598ec2541XVy2dy4FlJX.html
中级JAVA开发,重庆·江北区·冉家坝,8-11K,1-3年,本科,网达软件,计算机软件,Java Spring Dubbo 分布式技术 服务器配置,补充医疗保险，节日福利，带薪年假，年终奖，零食下午茶，免费班车，五险一金,/job_detail/c7d3e67e796eb3281nJz2dS4EFVR.html
Java（广东办公）,重庆·沙坪坝区·天星桥,11-22K,1-3年,本科,中软国际,计算机软件,SQL MySQL Java js 全栈开发 WEB开发,带薪年假，零食下午茶，免费班车，定期体检，节日福利，年终奖，员工旅游，五险一金，餐补，加班补助,/job_detail/b46256e9bf27283a1nJ92d-5GFFR.html
JAVA工程师,重庆·渝北区·大竹林,7-12K,1-3年,本科,寰宇普惠,互联网,MVC开发 Spring Oracle MySQL Linux,股票期权，带薪年假，节日福利，加班补助，意外商业保险，定期体检，年终奖，五险一金,/job_detail/881c5dee20e536651nF52NS6EFdZ.html
JAVA开发,重庆·南岸区·四公里,11-14K,3-5年,大专,博彦科技,计算机软件,SpringMVC OA Spring Hibernate J2EE,带薪年假，五险一金，定期体检，节日福利，年终奖，免费班车,/job_detail/0824eb42b692b8151nJ-39S5EVpS.html
Java工程师,重庆·江北区·五里店,15-20K,3-5年,本科,小米,互联网,微服务架构 Spring,12%公积金，股票期权，带薪年假，年终奖，定期体检，补充医疗保险，节日福利，五险一金，餐补,/job_detail/bdcb2e9b7188e42e1nB_39m0ElRV.html
高级Java开发,重庆,15-20K,5-10年,大专,秀商时代,电子商务,分布式技术 多线程 MVC开发 数据结构 容器技术,补充医疗保险，年终奖，五险一金，股票期权，带薪年假，大牛带队，节日福利,/job_detail/57038fd48ee593611nBz2dq8F1dV.html
Java工程师,重庆·南岸区·弹子石,8-13K,3-5年,大专,深集研科技有限公司,计算机软件,服务器配置 微服务架构 消息队列 Spring Redis,全勤奖，员工旅游，节日福利，零食下午茶，五险一金,/job_detail/3394ab6e03f0637a1nF53NS-FFtR.html
Java实习带薪,重庆·渝中区·解放碑,3-5K,经验不限,本科,深圳奇实科技有限公司,计算机软件,SQL 分布式技术 MVC开发 Spring SpringBoot,零食下午茶，年终奖，股票期权，员工旅游，带薪年假，五险一金，生日福利,/job_detail/c3a3bd082d060d3a1nF42N25F1FV.html
Java工程师,重庆·江北区·冉家坝,6-11K,经验不限,本科,图度科技,计算机软件,Java 后端开发 人工智能 音视频编解码,加班补助，定期体检，带薪年假，股票期权，年终奖，五险一金,/job_detail/4ef8e960ff2e0c200HF629m6GFQ~.html
JAVA工程师,重庆·渝北区·大竹林,5-10K,3-5年,大专,运点点,物流/仓储,Java,定期体检，节日福利，带薪年假，员工旅游，零食下午茶，年终奖，加班补助，五险一金，交通补助，全勤奖，包吃，餐补，股票期权，通讯补贴,/job_detail/df9f0212cef63fac3nB73NW-EFs~.html
JAVA工程师,重庆,20-30K,3-5年,本科,吉利科技,交通/运输,Python,交通补助，员工旅游，五险一金，餐补，住房补贴，补充医疗保险，节日福利，年终奖，定期体检，带薪年假，通讯补贴,/job_detail/8c1836dbd69aef711nVy3ti1FVNV.html
Java架构师,重庆·九龙坡区·石桥铺,20-40K·14薪,5-10年,本科,深圳市锐明技术,智能硬件,微服务架构 架构师,员工旅游，餐补，五险一金，定期体检，年终奖，带薪年假,/job_detail/f1c4b132eeda52c71n1y0tu7E1tQ.html
Java开发（信贷系统）,重庆·渝北区·新牌坊,15-20K·15薪,5-10年,本科,瀚华金控,互联网金融,SQL Spring SpringMVC Redis 信贷系统,年终奖，补充医疗保险，定期体检，带薪年假，节日福利，五险一金，包吃,/job_detail/79a0c5378a1aa0151XV839m0FVZW.html
JAVA技术总监,重庆·渝北区·龙头寺,15-25K·14薪,5-10年,本科,重庆树人教育研究院,学术/科研,多线程 MVC开发 Spring Dubbo MySQL,带薪年假，年终奖，补充医疗保险，节日福利，五险一金,/job_detail/fea12ce8ca9381611nF52N-6FlpV.html
中级Java工程师,重庆·渝北区·悦来,10-15K,经验不限,本科,重庆仙桃易云,互联网,分布式技术 后端开发 Spring Redis,节日福利，带薪年假，年终奖，五险一金，全勤奖，定期体检,/job_detail/69c78ebf72a471301XV82N65GFpU.html
